,sample_noise,sample_parent,sample_weights,f,samples,common_cause_to_confounder_fraction,nodes,edges,dataset,graph_name
0,gaussian,uniform,weight_sample,sigmoid,10000,1,10,25,41f67c53-5005-4102-bc5f-ca6a825b2f6b.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,0.5,10,25,260e19fb-91d7-477f-8a93-1a014360acfa.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,0,10,25,31e25e5a-2ac8-495e-8971-9905cd4766df.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,100,1,10,25,ca356249-d494-4bac-b62d-1398319bcc91.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,100,0.5,10,25,b2613ac1-e924-477c-bb4c-27192b716b08.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,100,0,10,25,5c9b46ae-f1b9-45ca-8b18-0275c13092b9.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,2000,1,10,25,334bde42-0126-4ae2-bcd5-9e600cc34016.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,2000,0.5,10,25,6084c202-0c88-450e-a28e-3e0e6b35205f.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,2000,0,10,25,df0c20da-e5ea-414c-9128-53a167f1ffce.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,10000,1,10,25,fd1d3555-1ccc-4f75-928b-c7f4217deb63.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,10000,0.5,10,25,13e74950-1e8d-4379-b0c2-3d2bd8055a2f.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,linear,10000,0,10,25,c601c0df-103c-41b5-a8b4-40c9dd983f51.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,1,10,25,f042223a-ec53-472b-b188-cb9310553f69.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,0.5,10,25,3b8e4d1c-8945-44ba-8472-4a0733787829.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,0,10,25,b620826b-e650-4638-b3d2-39b20b2a5cfa.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,1,10,25,e2555f78-40e5-4731-9871-49d2410ede49.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,0.5,10,25,7c1198cf-473b-45f4-aa10-5246252401cb.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,0,10,25,42f45ccb-f566-4512-ba06-9dbba38cb6c9.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,1,10,25,7edabedd-40e6-4dd2-9406-a8d9c3afd2ee.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,0.5,10,25,6cdc373e-1977-44b9-aa8f-4a3a3c3ae3aa.csv,graph_10_50.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,0,10,25,8b218a74-d616-4b03-a633-8f0b99dc6909.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,100,1,10,25,f3f5650e-ac02-4756-8035-2dbca16eb62b.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,100,0.5,10,25,705be7d4-7cc2-4ab3-9ad4-999d6522fba5.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,100,0,10,25,28f3d28a-c093-4161-9cb0-9ba8e77ed79e.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,2000,1,10,25,54c374d2-3164-4008-922a-9bf236b409a5.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,2000,0.5,10,25,d99b2990-7616-480d-ade3-2d51e1b97841.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,2000,0,10,25,c5e5a1b5-d08c-41a0-82ec-2531f15fdd0b.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,10000,1,10,25,1b997680-eea2-4803-9923-d4bb94dac763.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,10000,0.5,10,25,b627f10a-4934-4cc7-a44c-5e342eee840a.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,linear,10000,0,10,25,0baee16a-71cf-4db8-b622-904ff396cbd5.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,100,1,10,25,cb1f1b96-0926-41d3-8078-7fbe0440d79a.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,100,0.5,10,25,991f2efd-ccd0-4657-b37f-9d649196c598.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,100,0,10,25,7f62046b-9bc8-434d-ad86-64b2dee3c4b0.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,1,10,25,2dcef712-f9d3-4425-ad54-d3d75e63868a.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,0.5,10,25,e4cb32f3-78e9-455d-be2e-e853a8aaf510.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,0,10,25,0d98a590-cc20-4e3e-bee4-8f5f0fa2335d.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,1,10,25,38254efe-ad74-4550-adae-3ed2c6b3a5c6.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,0.5,10,25,e122df6b-6eec-41b6-ba97-5ad44b023156.csv,graph_10_50.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,0,10,25,4ffe0aa6-b564-4245-987b-1a5d280e9576.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,100,1,10,25,0ed3dceb-409e-4248-9454-514bd40cd1c6.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,100,0.5,10,25,8a490a16-70a2-43ea-a0ea-56a119c0b801.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,100,0,10,25,92f241c2-d54b-4da3-ac9d-cde2c3b13b6d.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,2000,1,10,25,be753d98-131d-4bd1-aa7d-c9b35b8c6749.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,2000,0.5,10,25,f3b2569a-8335-4d97-a0b3-f4e16f18fb3d.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,2000,0,10,25,0f73c716-52f0-4e94-891c-0d66ab3ac219.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,10000,1,10,25,faf4124a-10e1-4035-944b-df18ee8d2472.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,10000,0.5,10,25,f0fdc2a9-253c-4eae-9c75-298262e765b6.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,linear,10000,0,10,25,30ada852-32cb-4bb8-acf6-3a744ce0a0fa.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,100,1,10,25,e86716a8-a70d-4888-a8c6-e2c9a06827ec.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,100,0.5,10,25,dbb45741-fd63-467d-b625-bb55ad01715e.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,100,0,10,25,bb91ef9b-6ece-49ca-8849-ac14ab53f886.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,2000,1,10,25,f089ca67-b738-436a-9f20-0f0e7ced368a.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,2000,0.5,10,25,445acb18-c100-435c-859b-701fd8074b5d.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,2000,0,10,25,5e14d116-9c64-46dc-b93d-d9866b567b81.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,10000,1,10,25,be9f7828-47fd-4915-9d44-c098e0512ba8.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,10000,0.5,10,25,34aa41d7-a2b1-4bbf-a476-b978926f1945.csv,graph_10_50.csv
0,laplace,uniform,weight_sample,sigmoid,10000,0,10,25,0c335526-74c9-40e4-92e8-83e53ceea81d.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,100,1,10,25,597a334f-88ad-4e27-972f-d189a569e0d3.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,100,0.5,10,25,69fc40ff-101c-429e-a976-1b96e7996feb.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,100,0,10,25,fa435d0d-dcca-43da-97e2-55c8ce8f1579.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,2000,1,10,25,0639c199-a5c8-49a4-8142-7d353d7282f8.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,2000,0.5,10,25,57e3a5e8-80c9-40c9-80b8-c451a1edc56f.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,2000,0,10,25,434fe6a2-f60c-42fc-ab56-500fc2903110.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,10000,1,10,25,47cac8a8-ffdc-4fc2-b1a2-4b3bc38f752d.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,10000,0.5,10,25,7ad15e1b-41ad-4750-a674-fbfc88b61d8d.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,linear,10000,0,10,25,096b8378-fc07-404f-8b08-688f5828be54.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,100,1,10,25,8a1eb9ae-8805-40e9-90d9-1d43d474baaf.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,100,0.5,10,25,18fb4287-4e0a-4fb8-a0e1-3b4e90c325bf.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,100,0,10,25,0bc0567f-5da3-4825-aad3-34fd624c97e3.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,1,10,25,98f8979e-0dfc-444c-9b17-49104fc90d0e.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,0.5,10,25,79fb1f36-27a7-466f-bb6c-62f5f6662453.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,0,10,25,8c1e298a-b149-4b46-af3e-ed963e016b22.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,1,10,25,465620b5-65a6-4ebf-85e6-eff840847db3.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,0.5,10,25,67efd95f-a94c-4bf8-9fca-79fe1b598406.csv,graph_10_50.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,0,10,25,a9a50b9c-79ba-4763-86e0-7d7e857c6a2e.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,100,1,10,25,59615415-d2bc-4724-90af-380f0bde7f9c.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,100,0.5,10,25,cc12a9c6-2483-4105-b261-699aa0c247e0.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,100,0,10,25,b97e4126-5047-439e-9aa9-4f22a6ed1d94.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,2000,1,10,25,691dd2d0-51d3-442b-a093-22fba30dfa8e.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,2000,0.5,10,25,82c349b8-590c-42a9-a69a-948ae4ed3dfb.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,2000,0,10,25,b7469c93-57a3-4ff0-a271-f4c8e5462a4f.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,10000,1,10,25,9fd571f3-39d0-4e6a-98ba-4cff07b43fc3.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,10000,0.5,10,25,f89ec0c3-f1af-48d9-92a1-5f75998dee47.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,linear,10000,0,10,25,0dcd6de4-95c4-4b1f-9883-b0ce7300f409.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,100,1,10,25,d15a82b0-5924-4543-a2ee-0fa087ab2b34.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,100,0.5,10,25,595edb96-1c0f-42f6-9b50-c23ce9c23571.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,100,0,10,25,05965676-61aa-4165-8781-3c0563fe7e99.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,2000,1,10,25,9db6b454-1610-4721-8c71-ee2923e3ee93.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,2000,0.5,10,25,5241bce6-701e-4fc2-88f3-9320c0088a9b.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,2000,0,10,25,13cd5430-00dc-40ed-a6d6-538de2629140.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,10000,1,10,25,3d33d024-7bf2-4b98-b3b8-58b78e2308c5.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,10000,0.5,10,25,8e3fe629-2731-446a-9dd7-1aec8aeaf306.csv,graph_10_50.csv
0,laplace,laplace,weight_sample,sigmoid,10000,0,10,25,d3f6f9e3-c154-40f3-9817-c42e8a9972de.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,100,1,20,77,2f2eb8ad-d459-468c-91f4-d4ecc833e0e2.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,100,0.5,20,77,7985e7ef-abe2-44d3-b629-37e623523d29.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,100,0,20,77,0856303a-9297-44d3-8f8b-1920466778e4.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,2000,1,20,77,5c74f49e-7ec8-49dd-8e42-d96b784c3ebf.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,2000,0.5,20,77,92f0e8e2-d885-47ea-9515-95a4449b6c61.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,2000,0,20,77,f3ff7971-0de3-49c0-adf9-782520f09657.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,10000,1,20,77,1cd9642f-08d2-4eb6-87e2-84b6bc8faa3b.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,10000,0.5,20,77,c183092e-e1d0-45e1-92fa-30fead690b5a.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,10000,0,20,77,dcce253d-6998-487a-969a-c2d234b2da0a.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,100,1,20,77,4308426a-612c-4135-9581-9c71c111203a.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,100,0.5,20,77,7b5ff073-ebbf-4f1c-a6d9-cdadd2955728.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,100,0,20,77,dfeeca59-4acc-484d-8f92-2f9d46cace29.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,2000,1,20,77,50342acc-761e-41da-bffc-0e600e6ae089.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,2000,0.5,20,77,315b7cfc-3274-4683-a15a-74c25b53eb11.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,2000,0,20,77,c6b40c1a-5afa-4af4-af32-a9dbf47ca655.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,10000,1,20,77,2b11c41e-3f74-4550-a935-691067ce2a1d.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,10000,0.5,20,77,abc3895d-c9e5-4da5-b7a9-d0133a3d442f.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,sigmoid,10000,0,20,77,87316acb-d08a-48e2-bed2-64101396aa82.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,100,1,20,77,046b66f5-7c15-43b1-8239-2d3ae100d0dd.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,100,0.5,20,77,c6a9344d-5658-411a-b3f5-dc05a8be4b1b.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,100,0,20,77,2e17365e-5bd5-47f7-9780-b5e51b3b274b.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,2000,1,20,77,63549c96-bccb-4824-a6a0-fa50f89e625c.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,2000,0.5,20,77,3720e782-d0e7-4f7a-b7d1-0d5b0aafd412.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,2000,0,20,77,9d525dc1-c623-4bbc-ba69-715452e20a55.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,10000,1,20,77,eb4df7e6-ed98-4eda-816e-cb65351d0be4.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,10000,0.5,20,77,76a0f8f1-291f-4704-b772-e8caa6a1932d.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,linear,10000,0,20,77,40774a18-89b2-4372-bb98-5549789be690.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,100,1,20,77,20ba0676-aab4-4eeb-b507-95c853350ae3.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,100,0.5,20,77,a9cf42bf-fc0e-4c65-8909-44c2f4cb69c1.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,100,0,20,77,c00ef0bd-9943-406b-aa7f-04ede470fe38.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,1,20,77,b040e99b-fa9f-4f17-a2c9-1902c9842950.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,0.5,20,77,fe802214-2536-4af6-89b6-07118ef31fb9.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,0,20,77,149ecac5-502c-4ca3-9af5-114720ccddb6.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,1,20,77,22797fe1-46b4-42ee-a130-917d4c59a50c.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,0.5,20,77,c77281cc-6741-48da-816d-03745ca00a90.csv,graph_20_100.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,0,20,77,7f909af1-bc0a-4cc0-b107-42edab384658.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,100,1,20,77,20a3792e-2af8-4d7e-aa88-2d3690e82cce.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,100,0.5,20,77,a3939dae-84ff-48b6-9c0d-69eeb43fec14.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,100,0,20,77,c837c547-3c8c-4e29-90d0-3358d3009d82.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,2000,1,20,77,bcb93744-329e-4dee-b1c3-a0ef91c57db6.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,2000,0.5,20,77,4a56c71b-5f2a-44ec-88fe-5049cf25ccb3.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,2000,0,20,77,9436f445-d4c0-4866-83fa-a4585390027c.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,10000,1,20,77,b30fb9f4-d6f7-49a8-a44e-6902df5f19ff.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,10000,0.5,20,77,5c28f936-9431-4c45-b91f-2c202035fb24.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,linear,10000,0,20,77,a556cb79-b1a3-46e5-978f-b83f2ff6f33a.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,100,1,20,77,c9913124-1c32-4d3a-913c-5920d9b025ed.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,100,0.5,20,77,4b0a54be-28b9-4769-8e15-31eb99de03ec.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,100,0,20,77,d0f3a5b2-ecfc-4248-9bbc-2554de31b23a.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,2000,1,20,77,73c6da43-a462-4f07-898d-565068554325.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,2000,0.5,20,77,848bef0d-0d81-4fe6-a561-1f2f1e3b5954.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,2000,0,20,77,2636be82-5aaf-4b29-98f3-cbffee43a704.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,10000,1,20,77,06e0eb6b-5e19-4fac-9cec-dce10be57611.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,10000,0.5,20,77,cf316502-9c52-4863-a6e9-1c1fab20121e.csv,graph_20_100.csv
0,uniform,laplace,weight_sample,sigmoid,10000,0,20,77,ff242d6e-8173-422b-a2dc-0e7b949c9317.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,100,1,20,77,be820d43-e8fe-4f78-aae0-bb2992a3df5a.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,100,0.5,20,77,47591650-d3dd-4951-8323-455aa87f6060.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,100,0,20,77,970036ae-c7ac-4151-852e-1d9562daea5f.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,2000,1,20,77,b342bb9c-aaae-4889-97dc-d2fc8b829b52.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,2000,0.5,20,77,f65546c1-0f4d-4ca1-add0-abd67f249100.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,2000,0,20,77,4b2f2c32-d76b-4746-921e-470b46ae8834.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,10000,1,20,77,3311fcdd-c106-4df7-8a10-c213cbf30b44.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,10000,0.5,20,77,52083a48-cd3c-42b6-bb01-64cec4fa9253.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,linear,10000,0,20,77,77e97d02-12ca-4160-939d-67708132bfaa.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,100,1,20,77,6af1ea59-a9f7-490d-8814-598987ec3592.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,100,0.5,20,77,e700f813-9004-4b86-812b-8e972fa873e2.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,100,0,20,77,6508a620-32f8-49b0-80e6-4b735081fce7.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,1,20,77,aedfbe79-b1e6-46f6-8ddc-9f9353d602d0.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,0.5,20,77,d1afc7ed-9333-4e27-bcb5-ef0fae1dce59.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,0,20,77,bff353b5-5b41-42c5-a10d-6a8a62644a58.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,1,20,77,3e52b68d-5542-4e9c-ae65-31202f48f1ed.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,0.5,20,77,704d7879-4c98-4822-b85a-e4bcf5152a13.csv,graph_20_100.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,0,20,77,cf782159-fdd7-4c39-8436-4c3c3f7463ef.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,100,1,20,77,7ff6f861-ad4a-4c52-aacf-9d080a1781a4.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,100,0.5,20,77,c9ffe1db-3015-496b-91d2-b48411a90f70.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,100,0,20,77,5c62853b-f921-4f8a-af85-20f1bf6b1047.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,2000,1,20,77,431f738b-54bc-485a-8ebb-a2a366a89f00.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,2000,0.5,20,77,0b725dc8-9694-4a8a-8e8a-c7fee2f883f5.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,2000,0,20,77,e82daa6c-8e93-490e-8c86-fc8ff70bd791.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,10000,1,20,77,f4d4ca7c-5b6b-41bc-ba17-d2f563a81e89.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,10000,0.5,20,77,cf6d8b28-44d7-457d-bdd5-ae1287dd04db.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,linear,10000,0,20,77,21eb3259-2390-4522-8d51-c22a9d945b1b.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,1,20,77,be29bc75-2ede-447a-9b28-a3e0d7a55321.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,0.5,20,77,5a2a6dab-7598-4889-a764-ea23000622b8.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,0,20,77,bb75dcdf-73bb-4fc7-a298-147efe41e6ad.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,1,20,77,5c7342bc-3156-4d14-bd7c-16baca2c874d.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,0.5,20,77,b463cf11-9fb8-441a-9228-7bc442522e57.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,0,20,77,3e5cb265-a01e-4a0a-9c5b-a978828af7c0.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,1,20,77,30eff3b5-5471-4d41-aa88-8065f13bca11.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,0.5,20,77,e1064c64-c959-4e02-b171-5de0f276fdbc.csv,graph_20_100.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,0,20,77,6166463f-5c7d-45fc-ae8d-c01f608fbbbf.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,100,1,20,77,7e35a87f-ff2e-42d2-a8f8-1907e61e10cc.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,100,0.5,20,77,17d71456-9271-40be-a4b6-88928d74d4b1.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,100,0,20,77,7fb12ec2-4df8-4db7-9b20-65ffdce5d67f.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,2000,1,20,77,f7edab5c-db2b-445b-b57d-fedcc22eafd5.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,2000,0.5,20,77,2e0641f3-5905-4324-bf15-1f750738d1e3.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,2000,0,20,77,b4fb352f-5eec-49b3-92b9-21470e488b73.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,10000,1,20,77,d85f9247-247f-471d-8ce7-7f833ecd7188.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,10000,0.5,20,77,287703e8-7474-4e53-9e19-a1d780878d6a.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,linear,10000,0,20,77,0721beff-3c79-4a3a-b116-37e245c1d1a3.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,sigmoid,100,1,20,77,fdcdb037-8d40-4403-ac0c-0c2bf045eecc.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,sigmoid,100,0.5,20,77,f73baaac-695e-4bb8-a495-74f8f8639265.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,sigmoid,100,0,20,77,b4c92c90-72f9-49bc-8745-34b970c4d844.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,1,20,77,f8e26a0d-eaa4-4053-aed5-ddb4f0373b8b.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,0.5,20,77,b173f11b-57c4-4e8e-b90f-e07533d6d641.csv,graph_20_100.csv
